"","PID","speciesRichness","shannonDiversity"
"43","0_41_27_90299_502",4,0.939433045271089
"44","0_41_27_90587_502",4,1.22472145130486
"45","0_41_27_91088_502",5,1.24209577465364
"46","0_41_27_91114_502",4,0.961367616850628
"47","0_41_27_93040_502",5,0.918459124863081
"48","0_41_27_93631_502",5,0.503971459598874
"49","0_41_27_94352_502",1,0
"50","0_41_27_94502_502",3,0.78546347056492
"51","0_41_27_95586_502",4,1.04033273999597
"52","0_41_27_96926_502",2,0.655481773901393
"53","0_41_27_97852_502",3,0.916464885539471
"54","0_41_27_98585_502",4,1.27802195237988
"55","0_41_27_98610_502",7,1.6226272041616
"56","0_41_47_50169_502",3,0.800012033197775
"57","0_41_47_51760_502",5,1.20719420884146
"58","0_41_47_52145_502",1,0
"59","0_41_47_55436_502",3,1.06252679952463
"60","0_41_47_55975_502",3,0.419899699343215
"61","0_41_47_56695_502",5,1.12626066020614
"62","0_41_47_57351_502",5,0.960891979667283
"63","0_41_47_57593_502",4,1.04900742118822
"64","0_41_47_57762_502",5,1.23605293425955
"65","0_41_47_57913_502",2,0.295439191872116
"66","0_41_47_58370_502",4,1.08761310969792
"67","0_41_47_58988_502",3,0.777462131910929
"68","0_41_47_59014_502",1,0
"69","0_41_47_59328_502",5,1.18692359935452
"70","0_41_47_60959_502",2,0.309477286774126
"71","0_41_47_61259_502",3,0.738391414103975
"72","0_41_47_61424_502",1,0
"73","0_41_47_61744_502",4,1.05223115451349
"74","0_41_47_63539_502",3,0.941594566990822
"75","0_41_47_63989_502",6,1.32439446315013
"76","0_41_47_65964_502",4,1.03492243929549
"77","0_41_47_66489_502",2,0.362210557135449
"78","0_41_47_68297_502",4,1.14758756969755
"79","0_41_47_68314_502",4,0.971261659312838
"80","0_41_47_68562_502",2,0.465999256961043
"81","0_41_47_69177_502",3,1.07158492482481
"82","0_41_47_69662_502",4,0.999480826743221
"83","0_41_47_70361_502",2,0.685132616619832
"84","0_41_47_70901_502",5,1.16596981227341
"85","0_41_47_71701_502",4,1.25548232517875
"86","0_41_47_72009_502",5,1.30347745552353
"87","0_41_47_72720_502",3,1.03972077083992
"88","0_41_47_72746_502",4,0.531541754719409
"89","0_41_47_75807_502",2,0.690923309313818
"90","0_41_47_76159_502",3,1.06060180561246
"91","0_41_47_76318_502",3,0.409458618695089
"92","0_41_47_78317_502",1,0
"93","0_41_47_78555_502",3,0.676379528603631
"94","0_41_47_79372_502",3,0.419555892320233
"95","0_41_47_79951_502",4,1.09501823421805
"96","0_41_47_80727_502",1,0
"97","0_41_47_81068_502",4,1.02413807516099
"98","0_41_47_82147_502",5,1.24833794110643
"99","0_41_47_82150_502",4,1.371579300527
"100","0_41_47_82480_502",3,0.237819011056921
"101","0_41_47_83751_502",4,1.01012428876249
"102","0_41_47_84267_502",2,0.690923309313818
"103","0_41_47_84660_502",6,1.34134375073131
"104","0_41_47_85483_502",1,0
"105","0_41_47_85729_502",2,0.691761498852418
"106","0_41_47_87178_502",3,0.882563295379834
"107","0_41_47_87328_502",5,1.04332266397394
"108","0_41_47_87614_502",1,0
"109","0_41_47_88464_502",2,0.433398873290746
"110","0_41_47_88693_502",3,1.0251188753456
"111","0_41_47_88719_502",3,0.943348392329039
"112","0_41_47_89146_502",3,1.00724486521757
"113","0_41_47_92328_502",4,1.1402102343377
"114","0_41_47_92433_502",5,1.33904837988359
"115","0_41_47_93669_502",1,0
"116","0_41_47_93905_502",3,0.253946947941886
"117","0_41_47_97072_502",4,0.658390052563371
"118","0_41_47_97732_502",3,0.659214618214886
"119","0_41_47_99240_502",2,0.233791658706459
"120","0_41_47_99605_502",3,0.872548261191431
"121","0_41_47_99630_502",4,0.861201815120577
"122","0_41_51_53191_502",4,1.0154632468427
"123","0_41_51_54988_502",2,0.573964491393324
"124","0_41_51_56403_502",3,0.23317260237387
"125","0_41_51_56760_502",6,1.59681456296855
"126","0_41_51_59503_502",4,1.06268124440836
"127","0_41_51_59944_502",4,0.932412260227848
"128","0_41_51_64602_502",2,0.673011667009257
"129","0_41_51_64925_502",4,0.940447988655326
"130","0_41_51_65251_502",3,1.06470768756639
"131","0_41_51_66357_502",3,0.969515607682356
"132","0_41_51_67031_502",1,0
"133","0_41_51_67803_502",3,0.592885459984243
"134","0_41_51_68628_502",3,1.06519338121685
"135","0_41_51_68630_502",4,0.839230596404961
"136","0_41_51_70276_502",5,1.34964632256987
"137","0_41_51_73159_502",2,0.636514168294813
"138","0_41_51_75119_502",2,0.58900260496473
"139","0_41_51_75326_502",1,0
"140","0_41_51_77094_502",4,1.25117933055775
"141","0_41_51_83621_502",3,0.718771370031374
"142","0_41_51_83876_502",4,1.35100089770311
"143","0_41_51_86183_502",2,0.650390640876698
"144","0_41_51_87035_502",1,0
"145","0_41_51_87176_502",2,0.450561208866305
"146","0_41_51_88978_502",3,1.03881175714559
"147","0_41_51_89701_502",4,0.901155226770123
"148","0_41_51_96766_502",4,1.18856487378187
"149","0_41_51_97721_502",4,1.05968466737315
"150","0_41_51_98151_502",3,0.806003732063186
"151","0_41_53_52394_502",1,0
"152","0_41_53_54092_502",3,0.746032664714785
"153","0_41_53_57056_502",1,0
"154","0_41_53_59173_502",3,0.82773815699892
"155","0_41_53_60776_502",3,0.481940474477595
"156","0_41_53_62941_502",4,1.11506598409643
"157","0_41_53_66333_502",2,0.661563238157982
"158","0_41_53_68149_502",5,1.04644152808517
"159","0_41_53_76779_502",3,0.265158372598293
"160","0_41_53_83353_502",2,0.686961576597323
"161","0_41_53_86167_502",2,0.636514168294813
"162","0_41_53_86844_502",2,0.178844912716848
"163","0_41_53_91583_502",4,0.967365546550803
"164","0_41_53_96923_502",1,0
"165","0_41_53_99913_502",3,0.688917086263775
"166","0_41_57_50516_502",2,0.311129154811849
"167","0_41_57_50739_502",2,0.376770161256437
"168","0_41_57_51072_502",2,0.629501260876381
"169","0_41_57_51746_502",3,0.688917086263775
"170","0_41_57_52280_502",2,0.610864302054894
"171","0_41_57_56177_502",4,0.837809082186546
"172","0_41_57_56286_502",3,0.699918487172125
"173","0_41_57_57022_502",2,0.667431707658747
"174","0_41_57_57195_502",4,0.528993010356152
"175","0_41_57_59747_502",1,0
"176","0_41_57_60320_502",5,1.19007630720819
"177","0_41_57_60604_502",1,0
"178","0_41_57_62230_502",3,0.925129083572082
"179","0_41_57_64844_502",4,1.25899102885542
"180","0_41_57_65309_502",3,0.854414981600184
"181","0_41_57_66264_502",4,0.98689944883853
"182","0_41_57_66878_502",2,0.389377236290482
"183","0_41_57_67079_502",2,0.175975125097627
"184","0_41_57_67329_502",4,1.10403419783598
"185","0_41_57_67764_502",2,0.426461499914238
"186","0_41_57_67940_502",2,0.693147180559945
"187","0_41_57_67960_502",3,0.672119851976781
"188","0_41_57_68816_502",2,0.535959889216217
"189","0_41_57_69048_502",5,1.13606833638882
"190","0_41_57_69864_502",2,0.425328293373262
"191","0_41_57_71738_502",4,0.892762351839636
"192","0_41_57_71778_502",3,1.09486142226449
"193","0_41_57_74202_502",1,0
"194","0_41_57_74871_502",1,0
"195","0_41_57_75031_502",4,1.17105986999037
"196","0_41_57_75676_502",3,0.774420152975591
"197","0_41_57_78030_502",4,1.0775733728922
"198","0_41_57_78241_502",2,0.154076103671029
"199","0_41_57_78849_502",3,0.989949053934139
"200","0_41_57_79227_502",3,0.8766096761963
"201","0_41_57_79621_502",4,1.24152841061033
"202","0_41_57_79654_502",2,0.398307113805284
"203","0_41_57_80613_502",4,0.915159956458112
"204","0_41_57_80847_502",2,0.689009238476659
"205","0_41_57_80954_502",3,0.801818552543337
"206","0_41_57_81111_502",1,0
"207","0_41_57_81507_502",2,0.458144179061526
"208","0_41_57_81930_502",3,0.49044991037681
"209","0_41_57_82822_502",3,0.831524109152622
"210","0_41_57_83215_502",4,0.759138920260486
"211","0_41_57_83275_502",2,0.606963611508272
"212","0_41_57_84707_502",4,1.19884931291362
"213","0_41_57_85815_502",3,0.408077424994921
"214","0_41_57_86056_502",3,0.699381888961597
"215","0_41_57_86788_502",4,1.13241632801029
"216","0_41_57_87111_502",3,0.966114816512015
"217","0_41_57_87496_502",3,0.814444235733395
"218","0_41_57_87607_502",3,0.885983387173578
"219","0_41_57_87641_502",3,0.864740096527637
"220","0_41_57_87703_502",2,0.264052051825629
"221","0_41_57_87791_502",1,0
"222","0_41_57_88498_502",5,1.50478828368119
"223","0_41_57_90778_502",1,0
"224","0_41_57_92014_502",4,1.15956887474917
"225","0_41_57_92780_502",4,0.881712003700603
"226","0_41_57_93393_502",1,0
"227","0_41_57_95528_502",5,0.702408826726702
"228","0_41_57_95909_502",3,0.559834325921902
"229","0_41_57_97766_502",2,0.519579839130515
"230","0_41_57_99237_502",1,0
"231","0_41_5_50339_502",4,0.751930466314679
"232","0_41_5_51470_502",2,0.330680630831979
"233","0_41_5_51513_502",3,1.02395885632574
"234","0_41_5_51656_502",4,0.740038463047303
"235","0_41_5_51724_502",3,0.906984780175202
"236","0_41_5_52212_502",4,0.799636041024728
"237","0_41_5_53133_502",4,1.08680295616142
"238","0_41_5_53553_502",3,0.737087891455406
"239","0_41_5_54272_502",2,0.610864302054894
"240","0_41_5_54491_502",4,1.2591556038056
"241","0_41_5_54631_502",4,0.744335653132571
"242","0_41_5_54702_502",4,1.16956343759877
"243","0_41_5_54961_502",7,1.21372526472511
"244","0_41_5_55189_502",4,1.06804026246276
"245","0_41_5_55379_502",5,0.842927793616824
"246","0_41_5_55479_502",5,1.29954762722104
"247","0_41_5_55784_502",3,0.714039895966886
"248","0_41_5_55838_502",8,1.56937612230548
"249","0_41_5_56001_502",3,0.963092154134341
"250","0_41_5_56346_502",1,0
"251","0_41_5_56568_502",6,1.36562828809804
"252","0_41_5_56999_502",4,1.08279022691885
"253","0_41_5_57060_502",2,0.126930545341402
"254","0_41_5_57150_502",5,0.794896801207153
"255","0_41_5_57175_502",6,1.1061271071674
"256","0_41_5_57871_502",4,1.23577525751757
"257","0_41_5_58048_502",1,0
"258","0_41_5_58942_502",4,1.37398179214788
"259","0_41_5_59819_502",4,1.16856851300461
"260","0_41_5_60046_502",3,1.09369162650545
"261","0_41_5_60759_502",3,0.306829153440971
"262","0_41_5_60979_502",6,1.43022187684234
"263","0_41_5_61270_502",3,0.876199457463585
"264","0_41_5_61835_502",5,1.35879045802111
"265","0_41_5_61868_502",4,1.14452274541913
"266","0_41_5_62093_502",2,0.688138813713588
"267","0_41_5_62389_502",4,1.06843903296483
"268","0_41_5_62672_502",3,0.790987350435576
"269","0_41_5_63212_502",3,0.933126703429871
"270","0_41_5_63523_502",5,0.837409079095496
"271","0_41_5_63621_502",3,0.950881702182005
"272","0_41_5_63714_502",3,0.890891357703426
"273","0_41_5_63836_502",4,1.10588987902476
"274","0_41_5_64008_502",3,0.898137003187868
"275","0_41_5_64014_502",2,0.543272781336901
"276","0_41_5_64140_502",4,1.21217414460995
"277","0_41_5_64230_502",3,1.01345317384837
"278","0_41_5_64603_502",3,0.698149968017405
"279","0_41_5_64704_502",5,1.13673666255665
"280","0_41_5_65107_502",2,0.548874384484994
"281","0_41_5_65499_502",2,0.439669879401343
"282","0_41_5_66345_502",6,1.22666981176045
"283","0_41_5_67022_502",2,0.689009238476659
"284","0_41_5_67053_502",2,0.590842246275583
"285","0_41_5_67659_502",3,0.818808456222877
"286","0_41_5_67979_502",2,0.624643580560267
"287","0_41_5_68130_502",4,1.0775733728922
"288","0_41_5_69117_502",6,1.44002334699432
"289","0_41_5_69394_502",5,0.924893944768115
"290","0_41_5_69458_502",6,1.38254095626155
"291","0_41_5_69885_502",4,0.870693994810905
"292","0_41_5_70045_502",5,1.32607555649631
"293","0_41_5_70536_502",4,1.00457256742947
"294","0_41_5_71111_502",4,0.57351607609728
"295","0_41_5_71244_502",3,0.380605576949748
"296","0_41_5_71360_502",3,0.793340731765411
"297","0_41_5_71433_502",3,0.656527684932918
"298","0_41_5_71549_502",5,1.0480164088873
"299","0_41_5_71816_502",2,0.644185777086377
"300","0_41_5_71826_502",4,1.08064187393845
"301","0_41_5_71838_502",1,0
"302","0_41_5_72129_502",4,0.755987003317579
"303","0_41_5_72933_502",3,0.186837059421167
"304","0_41_5_73022_502",2,0.304636097349238
"305","0_41_5_73465_502",6,1.48905332971967
"306","0_41_5_74499_502",2,0.636514168294813
"307","0_41_5_74957_502",5,1.38258860141448
"308","0_41_5_75011_502",4,1.09377044724914
"309","0_41_5_75549_502",3,1.05393982185957
"310","0_41_5_75920_502",6,1.1603685272465
"311","0_41_5_76252_502",4,1.14225140799707
"312","0_41_5_77439_502",3,0.867563228481461
"313","0_41_5_77512_502",3,0.349944898639632
"314","0_41_5_77729_502",3,0.71743525142136
"315","0_41_5_78307_502",2,0.426461499914238
"316","0_41_5_78407_502",3,0.34706682575481
"317","0_41_5_78897_502",4,1.18856487378187
"318","0_41_5_79292_502",3,0.957280176026372
"319","0_41_5_79397_502",5,1.34721769087201
"320","0_41_5_79584_502",5,1.17388958223048
"321","0_41_5_81706_502",5,1.31405412566621
"322","0_41_5_81925_502",4,0.981971643661621
"323","0_41_5_82108_502",3,0.779277120604701
"324","0_41_5_82434_502",1,0
"325","0_41_5_82719_502",2,0.119246926396245
"326","0_41_5_83169_502",5,1.37051517428796
"327","0_41_5_83249_502",4,1.15825559910438
"328","0_41_5_83330_502",2,0.624643580560267
"329","0_41_5_83345_502",3,0.993821441626405
"330","0_41_5_83348_502",4,0.95983398014502
"331","0_41_5_83820_502",7,1.54438914546202
"332","0_41_5_84296_502",2,0.223718076065834
"333","0_41_5_84832_502",1,0
"334","0_41_5_85340_502",4,1.17906473150139
"335","0_41_5_85823_502",1,0
"336","0_41_5_85875_502",3,1.04663048658322
"337","0_41_5_86398_502",3,0.929170334911162
"338","0_41_5_86575_502",3,0.941403052586706
"339","0_41_5_86749_502",6,1.47382407495701
"340","0_41_5_87165_502",2,0.154076103671029
"341","0_41_5_87999_502",1,0
"342","0_41_5_88269_502",2,0.668857062374027
"343","0_41_5_88399_502",4,0.822458776199523
"344","0_41_5_88625_502",3,1.06499687058076
"345","0_41_5_89675_502",4,1.24813683654736
"346","0_41_5_89930_502",5,0.758444178179427
"347","0_41_5_89947_502",4,1.01432436856923
"348","0_41_5_89989_502",3,0.291139838831965
"349","0_41_5_90239_502",1,0
"350","0_41_5_90736_502",2,0.629501260876381
"351","0_41_5_90847_502",3,0.349944898639632
"352","0_41_5_90867_502",7,1.45839048171318
"353","0_41_5_90961_502",2,0.149994923610415
"354","0_41_5_91064_502",3,1.02839416671437
"355","0_41_5_91163_502",5,1.10850484709003
"356","0_41_5_91362_502",7,1.55097308932058
"357","0_41_5_91395_502",5,1.01324822558243
"358","0_41_5_91421_502",4,0.850381574485505
"359","0_41_5_91423_502",4,1.09822229675389
"360","0_41_5_91736_502",5,0.955150163053958
"361","0_41_5_91824_502",4,1.06657400583028
"362","0_41_5_92218_502",4,0.536225877174468
"363","0_41_5_92356_502",3,0.306829153440971
"364","0_41_5_92484_502",5,0.850609830119159
"365","0_41_5_92592_502",4,1.11484313788913
"366","0_41_5_92781_502",3,0.584482394115764
"367","0_41_5_92896_502",3,0.741241709596168
"368","0_41_5_93078_502",4,1.01792939621621
"369","0_41_5_93243_502",3,0.832535428548953
"370","0_41_5_93313_502",3,0.777975394333142
"371","0_41_5_93330_502",2,0.682908104700472
"372","0_41_5_93701_502",6,1.373359048228
"373","0_41_5_93879_502",3,0.800341068837856
"374","0_41_5_94310_502",2,0.129740694719428
"375","0_41_5_94571_502",7,1.55685909113009
"376","0_41_5_94593_502",5,1.59739390313953
"377","0_41_5_94698_502",3,0.320152001372214
"378","0_41_5_94944_502",3,0.477543023000194
"379","0_41_5_95041_502",3,0.789687446643199
"380","0_41_5_95063_502",4,0.935401959943875
"381","0_41_5_95187_502",3,1.0622732442727
"382","0_41_5_95360_502",4,1.2930224700644
"383","0_41_5_96433_502",3,0.689863888356456
"384","0_41_5_96495_502",4,1.13388495813062
"385","0_41_5_96682_502",4,0.761226629903848
"386","0_41_5_96741_502",4,1.15374194270109
"387","0_41_5_96994_502",3,1.01140426470735
"388","0_41_5_97484_502",3,0.608933855320051
"389","0_41_5_97926_502",4,1.19114690212591
"390","0_41_5_98891_502",3,0.634246376617758
"391","0_41_5_99102_502",3,0.69018190091517
"392","0_41_5_99177_502",3,0.546456422248576
"393","0_41_5_99194_502",4,1.00292599251062
"394","0_41_5_99280_502",2,0.500402423538188
"395","0_41_5_99436_502",2,0.146144746008564
"396","0_41_5_99479_502",3,0.443306691468087
"397","0_41_67_52996_502",5,0.850303301958019
"398","0_41_67_58138_502",1,0
"399","0_41_67_61121_502",5,1.52924829303769
"400","0_41_67_62495_502",1,0
"401","0_41_67_65405_502",3,1.03580428419817
"402","0_41_67_70400_502",3,0.367649477400142
"403","0_41_67_73399_502",2,0.214559155176405
"404","0_41_67_74938_502",3,0.603517274212611
"405","0_41_67_80039_502",2,0.605797499372304
"406","0_41_67_81187_502",3,0.499953105202373
"407","0_41_67_87575_502",3,0.344598248102823
"408","0_41_67_92986_502",4,0.490608868519652
"409","0_41_67_94997_502",3,0.856277565381174
"410","0_41_71_51616_502",4,0.984982593015365
"411","0_41_71_52362_502",2,0.170529856447511
"412","0_41_71_54730_502",2,0.163023629494366
"413","0_41_71_58692_502",1,0
"414","0_41_71_61466_502",2,0.519579839130515
"415","0_41_71_62493_502",1,0
"416","0_41_71_62540_502",1,0
"417","0_41_71_65913_502",1,0
"418","0_41_71_67653_502",1,0
"419","0_41_71_70523_502",3,0.594024165582471
"420","0_41_71_72313_502",2,0.410116318288409
"421","0_41_71_72315_502",2,0.286835983056161
"422","0_41_71_77610_502",2,0.348832095843032
"423","0_41_71_79933_502",5,0.970753589800652
"424","0_41_71_80137_502",4,1.2945451658449
"425","0_41_71_82006_502",2,0.429323021930616
"426","0_41_71_82692_502",3,0.717099623743539
"427","0_41_71_83146_502",4,1.07519891988882
"428","0_41_71_87064_502",4,0.78174319971615
"429","0_41_71_89985_502",3,0.958643487602059
"430","0_41_71_91842_502",3,0.670259702406052
"431","0_41_71_92097_502",1,0
"432","0_41_71_96362_502",1,0
"433","0_41_71_97223_502",2,0.661563238157982
"434","0_41_71_97754_502",1,0
"435","0_41_71_97815_502",1,0
"436","0_41_71_98752_502",3,0.994923632571775
"437","0_41_71_98999_502",1,0
"438","0_41_7_52141_502",2,0.519579839130515
"439","0_41_7_53959_502",2,0.223718076065834
"440","0_41_7_54428_502",3,0.705498995286083
"441","0_41_7_56407_502",3,0.697627007928569
"442","0_41_7_58305_502",4,1.21049814258158
"443","0_41_7_59138_502",2,0.659152503822991
"444","0_41_7_61075_502",3,0.460866841067114
"445","0_41_7_61705_502",4,1.10746988485477
"446","0_41_7_65055_502",5,1.47307062523159
"447","0_41_7_65662_502",3,0.398171131720482
"448","0_41_7_66738_502",3,0.962777635626749
"449","0_41_7_68379_502",5,0.83155748822955
"450","0_41_7_69216_502",4,0.773968903197699
"451","0_41_7_69425_502",6,1.39042419787609
"452","0_41_7_69925_502",5,1.20149252831703
"453","0_41_7_74059_502",4,1.01536689259588
"454","0_41_7_76136_502",2,0.121692402678062
"455","0_41_7_78301_502",4,0.770194094621825
"456","0_41_7_79126_502",4,0.672496471915907
"457","0_41_7_79264_502",2,0.691416077617118
"458","0_41_7_81541_502",1,0
"459","0_41_7_87361_502",2,0.410116318288409
"460","0_41_7_87870_502",4,0.837155492205576
"461","0_41_7_89152_502",2,0.670008979827427
"462","0_41_7_91263_502",3,0.796243205876561
"463","0_41_7_91340_502",2,0.636514168294813
"464","0_41_7_92503_502",3,0.664935011299991
"465","0_41_7_93437_502",1,0
"466","0_41_7_95388_502",3,0.603035260036786
"467","0_41_7_96120_502",3,0.409458618695089
"468","0_41_9_50740_502",4,0.730871368474002
"469","0_41_9_50745_502",3,0.291139838831965
"470","0_41_9_51926_502",1,0
"471","0_41_9_55336_502",2,0.286835983056161
"472","0_41_9_55783_502",1,0
"473","0_41_9_60694_502",2,0.219032521789021
"474","0_41_9_60747_502",4,0.917030924459372
"475","0_41_9_61246_502",2,0.124250837389631
"476","0_41_9_63988_502",2,0.126930545341402
"477","0_41_9_64141_502",4,1.1921945007603
"478","0_41_9_65740_502",3,0.60354088256328
"479","0_41_9_66060_502",1,0
"480","0_41_9_69952_502",4,0.641262714870318
"481","0_41_9_70967_502",3,0.853931080451574
"482","0_41_9_72345_502",4,0.971150829240031
"483","0_41_9_73508_502",1,0
"484","0_41_9_75284_502",2,0.314492201281411
"485","0_41_9_77486_502",5,1.37912104803673
"486","0_41_9_78328_502",1,0
"487","0_41_9_80961_502",2,0.425328293373262
"488","0_41_9_83090_502",1,0
"489","0_41_9_86960_502",5,0.952048907985945
"490","0_41_9_90262_502",2,0.121692402678062
"491","0_41_9_93675_502",2,0.257318640543832
"492","0_41_9_97623_502",3,0.824948166730584
"493","0_41_9_98826_502",1,0
"494","0_42_109_1113_1",5,1.03634911750906
"495","0_42_109_1162_1",6,1.48768920132174
"496","0_42_109_2479_1",8,1.80699084580548
"497","0_42_109_4041_1",9,1.83942858106338
"498","0_42_109_4871_1",5,1.13936203274647
"499","0_42_109_5085_1",6,1.58325845942048
"500","0_42_109_5361_1",6,1.74478468805211
"501","0_42_109_5539_1",9,2.00008522149066
"502","0_42_109_5964_1",7,1.64246146045888
"503","0_42_109_98_1",4,1.1174878397324
"504","0_42_119_1280_1",6,1.61339211913863
"505","0_42_119_1367_1",3,0.811141328019013
"506","0_42_119_1383_1",7,1.84097139350494
"507","0_42_119_1470_1",7,1.6806991854233
"508","0_42_119_2010_1",7,1.73821413571292
"509","0_42_119_203_1",5,1.03146276625997
"510","0_42_119_2105_1",5,1.54949758154165
"511","0_42_119_3026_1",8,1.83018127189882
"512","0_42_119_324_1",9,1.96789999976349
"513","0_42_119_4008_1",7,1.70541216149049
"514","0_42_119_4014_1",5,1.32072259008138
"515","0_42_119_4597_117",5,1.35972531426073
"516","0_42_119_5991_1",8,1.73292820166085
"517","0_42_43_1169_1",11,1.99592178471599
"518","0_42_43_2114_1",7,1.71535222379772
"519","0_42_43_2657_1",7,1.69240886298655
"520","0_42_43_3102_1",6,1.61628244884482
"521","0_42_43_3117_1",8,1.68997905118526
"522","0_42_43_3475_1",6,1.54030582522652
"523","0_42_43_3545_1",8,1.62274087415612
"524","0_42_43_3769_1",6,1.4610386471737
"525","0_42_43_4050_1",4,1.03607621367215
"526","0_42_43_4779_1",4,0.981941600924019
"527","0_42_43_5851_1",7,1.67440893725071
"528","0_42_43_5976_1",5,1.3505465801103
"529","0_42_43_672_1",4,1.3222894693967
"530","0_42_43_794_1",5,1.08317280853825
"531","0_42_55_1248_1",5,1.39934637351574
"532","0_42_55_1630_1",6,1.65694655002062
"533","0_42_55_16_1",5,1.36727069420592
"534","0_42_55_1954_1",11,2.07847409516806
"535","0_42_55_2264_1",3,0.856840995039472
"536","0_42_55_2661_1",7,1.52846571006103
"537","0_42_55_2761_1",7,1.34797496001272
"538","0_42_55_2885_1",7,1.20469798338391
"539","0_42_55_3151_1",7,1.57748942001131
"540","0_42_55_3335_1",3,0.800540784251503
"541","0_42_55_4118_1",10,2.18588935921926
"542","0_42_55_520_1",8,1.72295151919226
"543","0_42_55_5477_1",5,1.30246850469719
"544","0_42_55_5635_1",2,0.450561208866305
"545","0_42_55_5700_1",10,1.97450164412994
"546","0_42_55_707_1",7,1.65346299798178
"547","0_42_57_1244_1",4,1.33217904021012
"548","0_42_57_1402_1",1,0
"549","0_42_57_172_1",6,1.62256904330237
"550","0_42_57_193_1",6,1.42697417825916
"551","0_42_57_2513_1",3,0.958691859325372
"552","0_42_57_2759_1",4,0.895332665968091
"553","0_42_57_2854_1",3,0.950270539233235
"554","0_42_57_2926_1",3,0.85158425391957
"555","0_42_57_313_1",6,1.47350238508065
"556","0_42_57_3146_1",4,0.879982225333431
"557","0_42_57_3548_1",4,0.857323615625239
"558","0_42_57_4227_1",8,1.9683230881157
"559","0_42_57_4905_1",5,1.49903067297901
"560","0_42_57_5418_1",5,1.44518587894808
"561","0_42_57_70_1",7,1.59056064283187
"562","0_42_61_1135_1",8,1.56718085483299
"563","0_42_61_1385_1",5,1.20487620655116
"564","0_42_61_1386_1",7,1.74977898918417
"565","0_42_61_1580_1",6,1.5480423483773
"566","0_42_61_1648_1",7,1.80371937776887
"567","0_42_61_1672_1",7,1.53511418551279
"568","0_42_61_1678_1",6,1.64884707167248
"569","0_42_61_1797_1",8,1.8199916541714
"570","0_42_61_1991_1",7,1.43433031002921
"571","0_42_61_2210_1",5,1.32497439650099
"572","0_42_61_2504_1",11,2.22040347871115
"573","0_42_61_2725_116",5,1.16337117488761
"574","0_42_61_273_1",7,1.64390495234389
"575","0_42_61_2772_1",7,1.42771882359407
"576","0_42_61_2840_1",4,0.95623733106799
"577","0_42_61_2874_1",8,1.6077060115838
"578","0_42_61_2981_1",9,1.85470019278549
"579","0_42_61_3027_1",6,1.54856348152292
"580","0_42_61_3312_1",5,1.18794238941228
"581","0_42_61_3390_1",3,0.544283732969439
"582","0_42_61_3514_1",7,1.69083125888068
"583","0_42_61_3625_1",6,1.66569370366628
"584","0_42_61_3767_1",5,1.17228788077085
"585","0_42_61_3829_1",8,1.53727165929441
"586","0_42_61_4075_1",7,1.48653953432397
"587","0_42_61_4119_1",7,1.81805627949683
"588","0_42_61_4281_1",6,0.978361874961917
"589","0_42_61_4763_1",5,1.33418637493295
"590","0_42_61_5127_1",8,1.97920451743432
"591","0_42_61_5217_1",10,2.07426826027857
"592","0_42_61_5230_1",6,1.27558875635131
"593","0_42_61_5409_1",10,2.08555548112123
"594","0_42_61_5423_1",10,2.02709790157067
"595","0_42_61_5471_1",9,2.04228020172275
"596","0_42_61_5497_1",9,1.7299919200159
